uidplot,CLASS_FIELD_FWSST,NWCA_ECO4,STATE,ACRU,ALPH,AMFR,NEAR5,ANGL2,ANVI2,ARBE7,ARGI,BAHA,BESC,BOCY,CAAM2,CARA2,CAFE3,CAGL5,CALU4,CEER2,CEVI2,CEOC2,CHTO,CHSE2,CIMA2,CICA,CLMA10,CLMAJ,COCA4,COCA5,COFO,CYAN5,CYPsp,CYAC2,CYCO,CYER2,CYES,CYOD,CYPO,CYST,CYVI2,CYRA,DIAC,DIAC2,DICO2,DISC3,DIVI3,DIVI5,DISP,DRLU,ECCR2,ELCE,ERHI12,EUCA5,EUCA26,FICA4,FORBdi,FORBmon,FOAC,FRPE,GAAP2,GESE,HILA2,HIMO,HYBO,HYBR3,HYHY,ILCA,ILCO,ILGL,ILOP,ILVO,IPCO8,IPCOC2,IPPA,IPSA,JUNCU,JUBU,JUCO4,JUDI,JURO,JUSC,KOVI,LEVI2,LISI,LIST2,LYLI,LYLU3,LYLI2,MAVI2,MISC,MOCE2,NYBI,NYSY,OEBI,OSCI,OSRE,PANIC,PARE3,PARI4,PAVI2,PAQU2,PAFL4,PEPA37,PHAR3,ARME6,PHPY4,PHAU7,PHAM4,PIEL,PIPA2,PIGR4,PLMA2,PLCA7,PLRO,POACsp,POCO14,PTAQ,QUNI,QUVI,RHCO2,RHLA7,ROPA,RUAR2,RUCU,SAMI8,SAST5,SAST,SAGR,SALA,SALA2,SADE10,SANI,SANIC4,SACE,BORO5,SCTR,SERE2,SEVE,SEPA10,SMBO2,SMGL,SMLA,SMRO,SOLID,SOCA6,SOFI,SOSE,SPPA,SYMPH4,SYNO2,SYPIP3,TADI2,TIUS,TORA2,TRSE6,TYLA,VAAR,VACO,VILU3,VICI2,VIRO3,WIFR,WOAR,WOVI,AMAR2,AMTR,APAM,ASTERsp,BICA,CAREX,CAIN12,CALU5,CAGL8,CAOV2,CELA,CHLA6,CYDA,CYPER,DICHA2,DIDI6,ELTE,ELTU,ELVI3,EUAL3,EUPE3,EUSE2,EUGY,FRVI,FRCA3,GATI,HYRA,HYNU,JUAC,JUEF,LAMIsp,LEOR,LEVI3,LOJA,LUPA,LYCOP4,MEAZ,MORU2,NYAQ2,PAUR2,PITA,PLFO,POHY2,POPE3,PTCA,QUAL,QUPA5,QUPH,RHMA,RHCO,RUTR,RUCR,RUVE3,SAGI,SCAR7,SCSC,SCCY,SEDR,SOCA3,TRDI,TYAN,UNK,XAST,ZIMI,ACMI2,ARAN7,CIRSI,DECE,ELEOC,ELCA4,EPCI,FESTU,FORB,GALIU,HOBR2,JUAR2,LEMI3,POLYG4,POAV,RUSA,SCOC5,TRWO,ALRU2,AMPS,ANCA10,ARDO4,ATRIP,ATPR,BAPI,CAMA,CAOB3,CIVU,COCO7,CUSCU,CUSAM,ECCR,ELPA5,FRSA,GASH,GRSTA2,HECU3,HOLA,JACA4,JUACL,JUARL,LELA2,LETR5,LICA5,LOIN5,LOCO6,MOCA6,OESA,PHNO2,POPR,POMA15,POPU5,POMO5,PUNU,RASA2,ROPAH,RUSP,RUAQF,RUKE,RUMA4,RUOB,RUPU3,RUMA5,SCAM6,SCCA11,SCMA8,SEVE2,SOAM,SOOL,SPART,SPFO,SPMA,STACH,SYSU5,TYDO,VAOV2,VINIG,ASTRsp,CHAN9,CHAL7,DAGL,FERU2,HEMA80,LYAM,MELU,PICO,PORA3,POTR5,SCPU10,ACPL,ACCA4,AGGI2,AGST2,ALSU,AMCA2,AMELA,AMCA4,ASIN,BICE,BIEA,BITR,CACO7,CACO8,CACR6,CEOR7,CEDE4,CIBU,CIAR2,CLAL3,CYRO8,DACO,EUGR5,EUDU6,ILVE,JUVI,KAAN,LACTU,LIVU,LOCA2,LOTA,LYEU,LYVI4,LYTE2,LYSA2,MACA4,MOPE6,ONSE,PEVI,PHFL9,POAR6,POSA5,PRSE2,QURU,RHVI2,ROMU,RUAL,RUFL,RUHI,RUOR2,SADI,SAAL5,SCTA2,SISU2,SORU2,SPAL,SPAL2,SPALL,SPTO2,SYLA6,SYLA4,SYNO3,THPA,TRVI2,TRBO2,VAAN,VIDE,VINUC,VILA8,ZIPA3,CHFA2,ECWA,EURO4,HERBfrb,IVFR,JUGE,LICA17,PLOD,QUPA2,RUBUS,SPCY,TECA3,ACAU3,ALMA10,AMAU,ANDRO2,ASLA2,AVGE,BACCH,BAMO,BAMA5,BIMI,BOAR2,BOFR,CABO6,CALO5,CINU,COUV,COER2,COLI5,CRAM2,DALBE,DAEC,DEVE,DIST5,ELVI4,ERVE,EUGL5,FABAC,GAPE2,HEAN2,HIBIS2,HYDRO2,HYUM,HYMEN2,HYMU,HYAL,IPOMO,IRVI,LARA2,LUDWI,LURE2,LYCA2,MEPE3,OLCO,OPHI,PAAN,PASPA2,PAMO4,PLPO2,PLPOM,PLUCH,POPI3,PRPA3,RHBI,RHMA2,RHCO7,SAPA,SABAT,SACA5,SAVA3,SCTE,SESUV,SEPO2,SIGL3,SMAU,SOST,SPBA,TRST16,ULCR,VINE,ALFL,ANCA4,ANGLP,ANVIV,AXFU,BAAN,DYAM,CIHO2,CNUR,CRATA,CYRE5,DILA9,DISTL,ELAL,EUPAT,EUCO7,EUPE9,GAEL2,HECA4,HOPR,MUFI3,OPHU,OPPU2,PADI,PEBO,PHLE14,PHVI17,PISE,POPR4,SABI,SACA15,SITE2,SPVI3,STSE,SYTE6,VAFU,ZACL,CHMA15,ELPA3,BOFL3,SEPUP2,SPARG,SPPE,CACA11,GATR2,RUAC3,TRMA20,TSHE,VEAM2,APOCY,CASE13,CAHA13,IRPS,LAPA4,QUVE,SCPUP5,THPAP,CAREX,GABA,RHTY,CAHY3,CASC11,IVAN2,JUIN2,ACRUT,CUIN,STHE9,ACFA,COESA,CRPU6,DIOSP,EICR,GALAC,IPPE,LACA2,LYALL,PAVA,ROCA4,SACCH,SANI4,SEMA3,SOLE5,SPSP,UNPA,DEFL,EUPI2,HYVI6,LYUNU2,MYGA,PIRI,PLMA3,PLODO,PRENA,QUIL,RIHI,ROVI2,SAAT2,SACI,SPMA10,SUMA,ATPA4,ELRO2,LEPE,LEFUF,SETAR,ZAPA,AGMA3,CAMA8,CAPA29,CAVI5,CLMA,ELHA2,EMNI,GLMA,JUAM3,JUCA3,PUTE,SULI,AMAR3,ELVIV,GAHI,ALTR7,AESCH,CAED,CITR2,DAAE,ERHE4,IPIM,QUIN,SEPU7,CAHE3,CYFI,ELFA,EUGRH,FICA3,GAOBO,JUBI,MEMU,OELA,PHYSA,PHWA4,SAVAP,SCPU14,SEMA6,ZIAQ,ANAR6,SUCA2,BRRA,AREGG,JUGEG,PLMAJ,PUMA,SPSA5,ASOF,BAHY,SUAED,PUDI,SAPA30,SAPE11,CACH3,ELTO2,ANLU,ARPA7,BOHO,CALY3,CIBR2,CYSC4,LAJAM ,LEMO8,LEMOM2,LIOC,MASO,PISI,SASI2,STBO3,THGR6,VINI81,GATR2,AMBR,FIMBR,HESU3,JUEFS,JUPO,OEHU,PAAM2,PARIP,PAIN,PAPR6,PHCA5,CEEH,CESP4,CHSP11,COERA,CRVI2,CRAR2,CYFI3,ERSE,ERPR16,ERPU4,EUBI2,EUEX5,GAPU,GACA,GALO,GALI2,GALO3,HEAR3,INMI,IVAN,LAUR2,LIAL2,LIMET,MIST2,MOLI,NELU2,OEDR,OLNI,OPEN3,OPENL,PAAC3,PHCIS,RAPH2,RHAM,ROBR,RUCH3,SCOV,STBI2,SUCO,TAGA,VEXU,VIMU2,YUCO,CAEX8,FERU2,MIPA6,PATO4,SALAM2,STUM2,AREG,IMNO,STHU,STFI6,SYSU4,ZOMA
2812,E2EM,CPL,AL,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,9,0,0,0,0,0,0.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.6,0,0.8,0,0,0,0,0,0,0,0,2.2,0,18.6,0,2.4,0,0,10.2,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0.4,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3469,E2EM,CPL,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3471,E2EM,CPL,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0.4,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1.2,0,0,0,80,0,5.2,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3473,E2EM,CPL,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,20.6,0.8,0,0,0,0.4,0,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,1.8,0,41,0,9,0,0,16,0,0.6,0,0,0,0,0,0.4,0,0.2,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.4,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3562,E2EM,CPL,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3793,E2EM,CPL,AL,21,0,4.8,0.4,0,0,3,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0.2,0,0,0,0,0,1.8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,34,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
